#y_P	y_As	y_Sb	x_Al	x_Ga	x_In	a
0.1	0.6	0.3	0.3	0.2	0.5	5.970581
0.1	0.6	0.3	0.3	0.3	0.4	5.930562
0.1	0.6	0.3	0.3	0.4	0.3	5.890543
0.1	0.6	0.3	0.3	0.5	0.2	5.850524
0.1	0.6	0.3	0.3	0.6	0.1	5.810505
0.1	0.6	0.3	0.3	0.7	-1.11022302463e-16	5.770486
0.1	0.6	0.3	0.4	0.0	0.6	6.012252
0.1	0.6	0.3	0.4	0.1	0.5	5.972233
0.1	0.6	0.3	0.4	0.2	0.4	5.932214
0.1	0.6	0.3	0.4	0.3	0.3	5.892195
0.1	0.6	0.3	0.4	0.4	0.2	5.852176
0.1	0.6	0.3	0.4	0.5	0.1	5.812157
0.1	0.6	0.3	0.4	0.6	-1.11022302463e-16	5.772138
0.1	0.6	0.3	0.5	0.0	0.5	5.973885
0.1	0.6	0.3	0.5	0.1	0.4	5.933866
0.1	0.6	0.3	0.5	0.2	0.3	5.893847
0.1	0.6	0.3	0.5	0.3	0.2	5.853828
0.1	0.6	0.3	0.5	0.4	0.1	5.813809
0.1	0.6	0.3	0.5	0.5	0.0	5.77379
0.1	0.6	0.3	0.6	0.0	0.4	5.935518
0.1	0.6	0.3	0.6	0.1	0.3	5.895499
0.1	0.6	0.3	0.6	0.2	0.2	5.85548
0.1	0.6	0.3	0.6	0.3	0.1	5.815461
0.1	0.6	0.3	0.6	0.4	-1.11022302463e-16	5.775442
0.1	0.6	0.3	0.7	0.0	0.3	5.897151
0.1	0.6	0.3	0.7	0.1	0.2	5.857132
0.1	0.6	0.3	0.7	0.2	0.1	5.817113
0.1	0.6	0.3	0.7	0.3	-1.11022302463e-16	5.777094
0.1	0.6	0.3	0.8	0.0	0.2	5.858784
0.1	0.6	0.3	0.8	0.1	0.1	5.818765
0.1	0.6	0.3	0.8	0.2	-5.55111512313e-17	5.778746
0.1	0.6	0.3	0.9	0.0	0.1	5.820417
0.1	0.6	0.3	0.9	0.1	-2.77555756156e-17	5.780398
0.1	0.6	0.3	1.0	0.0	0.0	5.78205
0.1	0.7	0.2	0.0	0.0	1.0	6.12362
0.1	0.7	0.2	0.0	0.1	0.9	6.083394
0.1	0.7	0.2	0.0	0.2	0.8	6.043168
0.1	0.7	0.2	0.0	0.3	0.7	6.002942
0.1	0.7	0.2	0.0	0.4	0.6	5.962716
0.1	0.7	0.2	0.0	0.5	0.5	5.92249
0.1	0.7	0.2	0.0	0.6	0.4	5.882264
0.1	0.7	0.2	0.0	0.7	0.3	5.842038
0.1	0.7	0.2	0.0	0.8	0.2	5.801812
0.1	0.7	0.2	0.0	0.9	0.1	5.761586
0.1	0.7	0.2	0.0	1.0	0.0	5.72136
0.1	0.7	0.2	0.1	0.0	0.9	6.084713
0.1	0.7	0.2	0.1	0.1	0.8	6.044487
0.1	0.7	0.2	0.1	0.2	0.7	6.004261
0.1	0.7	0.2	0.1	0.3	0.6	5.964035
0.1	0.7	0.2	0.1	0.4	0.5	5.923809
0.1	0.7	0.2	0.1	0.5	0.4	5.883583
0.1	0.7	0.2	0.1	0.6	0.3	5.843357
0.1	0.7	0.2	0.1	0.7	0.2	5.803131
0.1	0.7	0.2	0.1	0.8	0.1	5.762905
0.1	0.7	0.2	0.1	0.9	0.0	5.722679
0.1	0.7	0.2	0.2	0.0	0.8	6.045806
0.1	0.7	0.2	0.2	0.1	0.7	6.00558
0.1	0.7	0.2	0.2	0.2	0.6	5.965354
0.1	0.7	0.2	0.2	0.3	0.5	5.925128
0.1	0.7	0.2	0.2	0.4	0.4	5.884902
0.1	0.7	0.2	0.2	0.5	0.3	5.844676
0.1	0.7	0.2	0.2	0.6	0.2	5.80445
0.1	0.7	0.2	0.2	0.7	0.1	5.764224
0.1	0.7	0.2	0.2	0.8	0.0	5.723998
0.1	0.7	0.2	0.3	0.0	0.7	6.006899
0.1	0.7	0.2	0.3	0.1	0.6	5.966673
0.1	0.7	0.2	0.3	0.2	0.5	5.926447
0.1	0.7	0.2	0.3	0.3	0.4	5.886221
0.1	0.7	0.2	0.3	0.4	0.3	5.845995
0.1	0.7	0.2	0.3	0.5	0.2	5.805769
0.1	0.7	0.2	0.3	0.6	0.1	5.765543
0.1	0.7	0.2	0.3	0.7	-1.11022302463e-16	5.725317
0.1	0.7	0.2	0.4	0.0	0.6	5.967992
0.1	0.7	0.2	0.4	0.1	0.5	5.927766
0.1	0.7	0.2	0.4	0.2	0.4	5.88754
0.1	0.7	0.2	0.4	0.3	0.3	5.847314
0.1	0.7	0.2	0.4	0.4	0.2	5.807088
0.1	0.7	0.2	0.4	0.5	0.1	5.766862
0.1	0.7	0.2	0.4	0.6	-1.11022302463e-16	5.726636
0.1	0.7	0.2	0.5	0.0	0.5	5.929085
0.1	0.7	0.2	0.5	0.1	0.4	5.888859
0.1	0.7	0.2	0.5	0.2	0.3	5.848633
0.1	0.7	0.2	0.5	0.3	0.2	5.808407
0.1	0.7	0.2	0.5	0.4	0.1	5.768181
0.1	0.7	0.2	0.5	0.5	0.0	5.727955
0.1	0.7	0.2	0.6	0.0	0.4	5.890178
0.1	0.7	0.2	0.6	0.1	0.3	5.849952
0.1	0.7	0.2	0.6	0.2	0.2	5.809726
0.1	0.7	0.2	0.6	0.3	0.1	5.7695
0.1	0.7	0.2	0.6	0.4	-1.11022302463e-16	5.729274
0.1	0.7	0.2	0.7	0.0	0.3	5.851271
0.1	0.7	0.2	0.7	0.1	0.2	5.811045
0.1	0.7	0.2	0.7	0.2	0.1	5.770819
0.1	0.7	0.2	0.7	0.3	-1.11022302463e-16	5.730593
0.1	0.7	0.2	0.8	0.0	0.2	5.812364
0.1	0.7	0.2	0.8	0.1	0.1	5.772138
0.1	0.7	0.2	0.8	0.2	-5.55111512313e-17	5.731912
0.1	0.7	0.2	0.9	0.0	0.1	5.773457
0.1	0.7	0.2	0.9	0.1	-2.77555756156e-17	5.733231
0.1	0.7	0.2	1.0	0.0	0.0	5.73455
0.1	0.8	0.1	0.0	0.0	1.0	6.08152
0.1	0.8	0.1	0.0	0.1	0.9	6.041087
0.1	0.8	0.1	0.0	0.2	0.8	6.000654
0.1	0.8	0.1	0.0	0.3	0.7	5.960221
0.1	0.8	0.1	0.0	0.4	0.6	5.919788
0.1	0.8	0.1	0.0	0.5	0.5	5.879355
0.1	0.8	0.1	0.0	0.6	0.4	5.838922
0.1	0.8	0.1	0.0	0.7	0.3	5.798489
0.1	0.8	0.1	0.0	0.8	0.2	5.758056
0.1	0.8	0.1	0.0	0.9	0.1	5.717623
0.1	0.8	0.1	0.0	1.0	0.0	5.67719
0.1	0.8	0.1	0.1	0.0	0.9	6.042073
0.1	0.8	0.1	0.1	0.1	0.8	6.00164
0.1	0.8	0.1	0.1	0.2	0.7	5.961207
0.1	0.8	0.1	0.1	0.3	0.6	5.920774
0.1	0.8	0.1	0.1	0.4	0.5	5.880341
0.1	0.8	0.1	0.1	0.5	0.4	5.839908
0.1	0.8	0.1	0.1	0.6	0.3	5.799475
0.1	0.8	0.1	0.1	0.7	0.2	5.759042
0.1	0.8	0.1	0.1	0.8	0.1	5.718609
0.1	0.8	0.1	0.1	0.9	0.0	5.678176
0.1	0.8	0.1	0.2	0.0	0.8	6.002626
0.1	0.8	0.1	0.2	0.1	0.7	5.962193
0.1	0.8	0.1	0.2	0.2	0.6	5.92176
0.1	0.8	0.1	0.2	0.3	0.5	5.881327
0.1	0.8	0.1	0.2	0.4	0.4	5.840894
0.1	0.8	0.1	0.2	0.5	0.3	5.800461
0.1	0.8	0.1	0.2	0.6	0.2	5.760028
0.1	0.8	0.1	0.2	0.7	0.1	5.719595
0.1	0.8	0.1	0.2	0.8	0.0	5.679162
0.1	0.8	0.1	0.3	0.0	0.7	5.963179
0.1	0.8	0.1	0.3	0.1	0.6	5.922746
0.1	0.8	0.1	0.3	0.2	0.5	5.882313
0.1	0.8	0.1	0.3	0.3	0.4	5.84188
0.1	0.8	0.1	0.3	0.4	0.3	5.801447
0.1	0.8	0.1	0.3	0.5	0.2	5.761014
0.1	0.8	0.1	0.3	0.6	0.1	5.720581
0.1	0.8	0.1	0.3	0.7	-1.11022302463e-16	5.680148
0.1	0.8	0.1	0.4	0.0	0.6	5.923732
0.1	0.8	0.1	0.4	0.1	0.5	5.883299
0.1	0.8	0.1	0.4	0.2	0.4	5.842866
0.1	0.8	0.1	0.4	0.3	0.3	5.802433
0.1	0.8	0.1	0.4	0.4	0.2	5.762
0.1	0.8	0.1	0.4	0.5	0.1	5.721567
0.1	0.8	0.1	0.4	0.6	-1.11022302463e-16	5.681134
0.1	0.8	0.1	0.5	0.0	0.5	5.884285
0.1	0.8	0.1	0.5	0.1	0.4	5.843852
0.1	0.8	0.1	0.5	0.2	0.3	5.803419
0.1	0.8	0.1	0.5	0.3	0.2	5.762986
0.1	0.8	0.1	0.5	0.4	0.1	5.722553
0.1	0.8	0.1	0.5	0.5	0.0	5.68212
0.1	0.8	0.1	0.6	0.0	0.4	5.844838
0.1	0.8	0.1	0.6	0.1	0.3	5.804405
0.1	0.8	0.1	0.6	0.2	0.2	5.763972
0.1	0.8	0.1	0.6	0.3	0.1	5.723539
0.1	0.8	0.1	0.6	0.4	-1.11022302463e-16	5.683106
0.1	0.8	0.1	0.7	0.0	0.3	5.805391
0.1	0.8	0.1	0.7	0.1	0.2	5.764958
0.1	0.8	0.1	0.7	0.2	0.1	5.724525
0.1	0.8	0.1	0.7	0.3	-1.11022302463e-16	5.684092
0.1	0.8	0.1	0.8	0.0	0.2	5.765944
0.1	0.8	0.1	0.8	0.1	0.1	5.725511
0.1	0.8	0.1	0.8	0.2	-5.55111512313e-17	5.685078
0.1	0.8	0.1	0.9	0.0	0.1	5.726497
0.1	0.8	0.1	0.9	0.1	-2.77555756156e-17	5.686064
0.1	0.8	0.1	1.0	0.0	0.0	5.68705
0.1	0.9	0.0	0.0	0.0	1.0	6.03942
0.1	0.9	0.0	0.0	0.1	0.9	5.99878
0.1	0.9	0.0	0.0	0.2	0.8	5.95814
0.1	0.9	0.0	0.0	0.3	0.7	5.9175
0.1	0.9	0.0	0.0	0.4	0.6	5.87686
0.1	0.9	0.0	0.0	0.5	0.5	5.83622
0.1	0.9	0.0	0.0	0.6	0.4	5.79558
0.1	0.9	0.0	0.0	0.7	0.3	5.75494
0.1	0.9	0.0	0.0	0.8	0.2	5.7143
0.1	0.9	0.0	0.0	0.9	0.1	5.67366
0.1	0.9	0.0	0.0	1.0	0.0	5.63302
0.1	0.9	0.0	0.1	0.0	0.9	5.999433
0.1	0.9	0.0	0.1	0.1	0.8	5.958793
0.1	0.9	0.0	0.1	0.2	0.7	5.918153
0.1	0.9	0.0	0.1	0.3	0.6	5.877513
0.1	0.9	0.0	0.1	0.4	0.5	5.836873
0.1	0.9	0.0	0.1	0.5	0.4	5.796233
0.1	0.9	0.0	0.1	0.6	0.3	5.755593
0.1	0.9	0.0	0.1	0.7	0.2	5.714953
0.1	0.9	0.0	0.1	0.8	0.1	5.674313
0.1	0.9	0.0	0.1	0.9	0.0	5.633673
0.1	0.9	0.0	0.2	0.0	0.8	5.959446
0.1	0.9	0.0	0.2	0.1	0.7	5.918806
0.1	0.9	0.0	0.2	0.2	0.6	5.878166
0.1	0.9	0.0	0.2	0.3	0.5	5.837526
0.1	0.9	0.0	0.2	0.4	0.4	5.796886
0.1	0.9	0.0	0.2	0.5	0.3	5.756246
0.1	0.9	0.0	0.2	0.6	0.2	5.715606
0.1	0.9	0.0	0.2	0.7	0.1	5.674966
0.1	0.9	0.0	0.2	0.8	0.0	5.634326
0.1	0.9	0.0	0.3	0.0	0.7	5.919459
0.1	0.9	0.0	0.3	0.1	0.6	5.878819
0.1	0.9	0.0	0.3	0.2	0.5	5.838179
0.1	0.9	0.0	0.3	0.3	0.4	5.797539
0.1	0.9	0.0	0.3	0.4	0.3	5.756899
0.1	0.9	0.0	0.3	0.5	0.2	5.716259
0.1	0.9	0.0	0.3	0.6	0.1	5.675619
0.1	0.9	0.0	0.3	0.7	-1.11022302463e-16	5.634979
0.1	0.9	0.0	0.4	0.0	0.6	5.879472
0.1	0.9	0.0	0.4	0.1	0.5	5.838832
0.1	0.9	0.0	0.4	0.2	0.4	5.798192
0.1	0.9	0.0	0.4	0.3	0.3	5.757552
0.1	0.9	0.0	0.4	0.4	0.2	5.716912
0.1	0.9	0.0	0.4	0.5	0.1	5.676272
0.1	0.9	0.0	0.4	0.6	-1.11022302463e-16	5.635632
0.1	0.9	0.0	0.5	0.0	0.5	5.839485
0.1	0.9	0.0	0.5	0.1	0.4	5.798845
0.1	0.9	0.0	0.5	0.2	0.3	5.758205
0.1	0.9	0.0	0.5	0.3	0.2	5.717565
0.1	0.9	0.0	0.5	0.4	0.1	5.676925
0.1	0.9	0.0	0.5	0.5	0.0	5.636285
0.1	0.9	0.0	0.6	0.0	0.4	5.799498
0.1	0.9	0.0	0.6	0.1	0.3	5.758858
0.1	0.9	0.0	0.6	0.2	0.2	5.718218
0.1	0.9	0.0	0.6	0.3	0.1	5.677578
0.1	0.9	0.0	0.6	0.4	-1.11022302463e-16	5.636938
0.1	0.9	0.0	0.7	0.0	0.3	5.759511
0.1	0.9	0.0	0.7	0.1	0.2	5.718871
0.1	0.9	0.0	0.7	0.2	0.1	5.678231
0.1	0.9	0.0	0.7	0.3	-1.11022302463e-16	5.637591
0.1	0.9	0.0	0.8	0.0	0.2	5.719524
0.1	0.9	0.0	0.8	0.1	0.1	5.678884
0.1	0.9	0.0	0.8	0.2	-5.55111512313e-17	5.638244
0.1	0.9	0.0	0.9	0.0	0.1	5.679537
0.1	0.9	0.0	0.9	0.1	-2.77555756156e-17	5.638897
0.1	0.9	0.0	1.0	0.0	0.0	5.63955
0.2	0.0	0.8	0.0	0.0	1.0	6.35724
0.2	0.0	0.8	0.0	0.1	0.9	6.318126
0.2	0.0	0.8	0.0	0.2	0.8	6.279012
0.2	0.0	0.8	0.0	0.3	0.7	6.239898
0.2	0.0	0.8	0.0	0.4	0.6	6.200784
0.2	0.0	0.8	0.0	0.5	0.5	6.16167
0.2	0.0	0.8	0.0	0.6	0.4	6.122556
0.2	0.0	0.8	0.0	0.7	0.3	6.083442
0.2	0.0	0.8	0.0	0.8	0.2	6.044328
0.2	0.0	0.8	0.0	0.9	0.1	6.005214
0.2	0.0	0.8	0.0	1.0	0.0	5.9661
0.2	0.0	0.8	0.1	0.0	0.9	6.321376
0.2	0.0	0.8	0.1	0.1	0.8	6.282262
0.2	0.0	0.8	0.1	0.2	0.7	6.243148
0.2	0.0	0.8	0.1	0.3	0.6	6.204034
0.2	0.0	0.8	0.1	0.4	0.5	6.16492
0.2	0.0	0.8	0.1	0.5	0.4	6.125806
0.2	0.0	0.8	0.1	0.6	0.3	6.086692
0.2	0.0	0.8	0.1	0.7	0.2	6.047578
0.2	0.0	0.8	0.1	0.8	0.1	6.008464
0.2	0.0	0.8	0.1	0.9	0.0	5.96935
0.2	0.0	0.8	0.2	0.0	0.8	6.285512
0.2	0.0	0.8	0.2	0.1	0.7	6.246398
0.2	0.0	0.8	0.2	0.2	0.6	6.207284
0.2	0.0	0.8	0.2	0.3	0.5	6.16817
0.2	0.0	0.8	0.2	0.4	0.4	6.129056
0.2	0.0	0.8	0.2	0.5	0.3	6.089942
0.2	0.0	0.8	0.2	0.6	0.2	6.050828
0.2	0.0	0.8	0.2	0.7	0.1	6.011714
0.2	0.0	0.8	0.2	0.8	0.0	5.9726
0.2	0.0	0.8	0.3	0.0	0.7	6.249648
0.2	0.0	0.8	0.3	0.1	0.6	6.210534
0.2	0.0	0.8	0.3	0.2	0.5	6.17142
0.2	0.0	0.8	0.3	0.3	0.4	6.132306
0.2	0.0	0.8	0.3	0.4	0.3	6.093192
0.2	0.0	0.8	0.3	0.5	0.2	6.054078
0.2	0.0	0.8	0.3	0.6	0.1	6.014964
0.2	0.0	0.8	0.3	0.7	-1.11022302463e-16	5.97585
0.2	0.0	0.8	0.4	0.0	0.6	6.213784
0.2	0.0	0.8	0.4	0.1	0.5	6.17467
0.2	0.0	0.8	0.4	0.2	0.4	6.135556
0.2	0.0	0.8	0.4	0.3	0.3	6.096442
0.2	0.0	0.8	0.4	0.4	0.2	6.057328
0.2	0.0	0.8	0.4	0.5	0.1	6.018214
0.2	0.0	0.8	0.4	0.6	-1.11022302463e-16	5.9791
0.2	0.0	0.8	0.5	0.0	0.5	6.17792
0.2	0.0	0.8	0.5	0.1	0.4	6.138806
0.2	0.0	0.8	0.5	0.2	0.3	6.099692
0.2	0.0	0.8	0.5	0.3	0.2	6.060578
0.2	0.0	0.8	0.5	0.4	0.1	6.021464
0.2	0.0	0.8	0.5	0.5	0.0	5.98235
0.2	0.0	0.8	0.6	0.0	0.4	6.142056
0.2	0.0	0.8	0.6	0.1	0.3	6.102942
0.2	0.0	0.8	0.6	0.2	0.2	6.063828
0.2	0.0	0.8	0.6	0.3	0.1	6.024714
0.2	0.0	0.8	0.6	0.4	-1.11022302463e-16	5.9856
0.2	0.0	0.8	0.7	0.0	0.3	6.106192
0.2	0.0	0.8	0.7	0.1	0.2	6.067078
0.2	0.0	0.8	0.7	0.2	0.1	6.027964
0.2	0.0	0.8	0.7	0.3	-1.11022302463e-16	5.98885
0.2	0.0	0.8	0.8	0.0	0.2	6.070328
0.2	0.0	0.8	0.8	0.1	0.1	6.031214
0.2	0.0	0.8	0.8	0.2	-5.55111512313e-17	5.9921
0.2	0.0	0.8	0.9	0.0	0.1	6.034464
0.2	0.0	0.8	0.9	0.1	-2.77555756156e-17	5.99535
0.2	0.0	0.8	1.0	0.0	0.0	5.9986
0.2	0.1	0.7	0.0	0.0	1.0	6.31514
0.2	0.1	0.7	0.0	0.1	0.9	6.275819
0.2	0.1	0.7	0.0	0.2	0.8	6.236498
0.2	0.1	0.7	0.0	0.3	0.7	6.197177
0.2	0.1	0.7	0.0	0.4	0.6	6.157856
0.2	0.1	0.7	0.0	0.5	0.5	6.118535
0.2	0.1	0.7	0.0	0.6	0.4	6.079214
0.2	0.1	0.7	0.0	0.7	0.3	6.039893
0.2	0.1	0.7	0.0	0.8	0.2	6.000572
0.2	0.1	0.7	0.0	0.9	0.1	5.961251
0.2	0.1	0.7	0.0	1.0	0.0	5.92193
0.2	0.1	0.7	0.1	0.0	0.9	6.278736
0.2	0.1	0.7	0.1	0.1	0.8	6.239415
0.2	0.1	0.7	0.1	0.2	0.7	6.200094
0.2	0.1	0.7	0.1	0.3	0.6	6.160773
0.2	0.1	0.7	0.1	0.4	0.5	6.121452
0.2	0.1	0.7	0.1	0.5	0.4	6.082131
0.2	0.1	0.7	0.1	0.6	0.3	6.04281
0.2	0.1	0.7	0.1	0.7	0.2	6.003489
0.2	0.1	0.7	0.1	0.8	0.1	5.964168
0.2	0.1	0.7	0.1	0.9	0.0	5.924847
0.2	0.1	0.7	0.2	0.0	0.8	6.242332
0.2	0.1	0.7	0.2	0.1	0.7	6.203011
0.2	0.1	0.7	0.2	0.2	0.6	6.16369
0.2	0.1	0.7	0.2	0.3	0.5	6.124369
0.2	0.1	0.7	0.2	0.4	0.4	6.085048
0.2	0.1	0.7	0.2	0.5	0.3	6.045727
0.2	0.1	0.7	0.2	0.6	0.2	6.006406
0.2	0.1	0.7	0.2	0.7	0.1	5.967085
0.2	0.1	0.7	0.2	0.8	0.0	5.927764
0.2	0.1	0.7	0.3	0.0	0.7	6.205928
0.2	0.1	0.7	0.3	0.1	0.6	6.166607
0.2	0.1	0.7	0.3	0.2	0.5	6.127286
0.2	0.1	0.7	0.3	0.3	0.4	6.087965
0.2	0.1	0.7	0.3	0.4	0.3	6.048644
0.2	0.1	0.7	0.3	0.5	0.2	6.009323
0.2	0.1	0.7	0.3	0.6	0.1	5.970002
0.2	0.1	0.7	0.3	0.7	-1.11022302463e-16	5.930681
0.2	0.1	0.7	0.4	0.0	0.6	6.169524
0.2	0.1	0.7	0.4	0.1	0.5	6.130203
0.2	0.1	0.7	0.4	0.2	0.4	6.090882
0.2	0.1	0.7	0.4	0.3	0.3	6.051561
0.2	0.1	0.7	0.4	0.4	0.2	6.01224
0.2	0.1	0.7	0.4	0.5	0.1	5.972919
0.2	0.1	0.7	0.4	0.6	-1.11022302463e-16	5.933598
0.2	0.1	0.7	0.5	0.0	0.5	6.13312
0.2	0.1	0.7	0.5	0.1	0.4	6.093799
0.2	0.1	0.7	0.5	0.2	0.3	6.054478
0.2	0.1	0.7	0.5	0.3	0.2	6.015157
0.2	0.1	0.7	0.5	0.4	0.1	5.975836
0.2	0.1	0.7	0.5	0.5	0.0	5.936515
0.2	0.1	0.7	0.6	0.0	0.4	6.096716
0.2	0.1	0.7	0.6	0.1	0.3	6.057395
0.2	0.1	0.7	0.6	0.2	0.2	6.018074
0.2	0.1	0.7	0.6	0.3	0.1	5.978753
0.2	0.1	0.7	0.6	0.4	-1.11022302463e-16	5.939432
0.2	0.1	0.7	0.7	0.0	0.3	6.060312
0.2	0.1	0.7	0.7	0.1	0.2	6.020991
0.2	0.1	0.7	0.7	0.2	0.1	5.98167
0.2	0.1	0.7	0.7	0.3	-1.11022302463e-16	5.942349
0.2	0.1	0.7	0.8	0.0	0.2	6.023908
0.2	0.1	0.7	0.8	0.1	0.1	5.984587
0.2	0.1	0.7	0.8	0.2	-5.55111512313e-17	5.945266
0.2	0.1	0.7	0.9	0.0	0.1	5.987504
0.2	0.1	0.7	0.9	0.1	-2.77555756156e-17	5.948183
0.2	0.1	0.7	1.0	0.0	0.0	5.9511
0.2	0.2	0.6	0.0	0.0	1.0	6.27304
0.2	0.2	0.6	0.0	0.1	0.9	6.233512
0.2	0.2	0.6	0.0	0.2	0.8	6.193984
0.2	0.2	0.6	0.0	0.3	0.7	6.154456
0.2	0.2	0.6	0.0	0.4	0.6	6.114928
0.2	0.2	0.6	0.0	0.5	0.5	6.0754
0.2	0.2	0.6	0.0	0.6	0.4	6.035872
0.2	0.2	0.6	0.0	0.7	0.3	5.996344
0.2	0.2	0.6	0.0	0.8	0.2	5.956816
0.2	0.2	0.6	0.0	0.9	0.1	5.917288
0.2	0.2	0.6	0.0	1.0	0.0	5.87776
0.2	0.2	0.6	0.1	0.0	0.9	6.236096
0.2	0.2	0.6	0.1	0.1	0.8	6.196568
0.2	0.2	0.6	0.1	0.2	0.7	6.15704
0.2	0.2	0.6	0.1	0.3	0.6	6.117512
0.2	0.2	0.6	0.1	0.4	0.5	6.077984
0.2	0.2	0.6	0.1	0.5	0.4	6.038456
0.2	0.2	0.6	0.1	0.6	0.3	5.998928
0.2	0.2	0.6	0.1	0.7	0.2	5.9594
0.2	0.2	0.6	0.1	0.8	0.1	5.919872
0.2	0.2	0.6	0.1	0.9	0.0	5.880344
0.2	0.2	0.6	0.2	0.0	0.8	6.199152
0.2	0.2	0.6	0.2	0.1	0.7	6.159624
0.2	0.2	0.6	0.2	0.2	0.6	6.120096
0.2	0.2	0.6	0.2	0.3	0.5	6.080568
0.2	0.2	0.6	0.2	0.4	0.4	6.04104
0.2	0.2	0.6	0.2	0.5	0.3	6.001512
0.2	0.2	0.6	0.2	0.6	0.2	5.961984
0.2	0.2	0.6	0.2	0.7	0.1	5.922456
0.2	0.2	0.6	0.2	0.8	0.0	5.882928
0.2	0.2	0.6	0.3	0.0	0.7	6.162208
0.2	0.2	0.6	0.3	0.1	0.6	6.12268
0.2	0.2	0.6	0.3	0.2	0.5	6.083152
0.2	0.2	0.6	0.3	0.3	0.4	6.043624
0.2	0.2	0.6	0.3	0.4	0.3	6.004096
0.2	0.2	0.6	0.3	0.5	0.2	5.964568
0.2	0.2	0.6	0.3	0.6	0.1	5.92504
0.2	0.2	0.6	0.3	0.7	-1.11022302463e-16	5.885512
0.2	0.2	0.6	0.4	0.0	0.6	6.125264
0.2	0.2	0.6	0.4	0.1	0.5	6.085736
0.2	0.2	0.6	0.4	0.2	0.4	6.046208
0.2	0.2	0.6	0.4	0.3	0.3	6.00668
0.2	0.2	0.6	0.4	0.4	0.2	5.967152
0.2	0.2	0.6	0.4	0.5	0.1	5.927624
0.2	0.2	0.6	0.4	0.6	-1.11022302463e-16	5.888096
0.2	0.2	0.6	0.5	0.0	0.5	6.08832
0.2	0.2	0.6	0.5	0.1	0.4	6.048792
0.2	0.2	0.6	0.5	0.2	0.3	6.009264
0.2	0.2	0.6	0.5	0.3	0.2	5.969736
0.2	0.2	0.6	0.5	0.4	0.1	5.930208
0.2	0.2	0.6	0.5	0.5	0.0	5.89068
0.2	0.2	0.6	0.6	0.0	0.4	6.051376
0.2	0.2	0.6	0.6	0.1	0.3	6.011848
0.2	0.2	0.6	0.6	0.2	0.2	5.97232
0.2	0.2	0.6	0.6	0.3	0.1	5.932792
0.2	0.2	0.6	0.6	0.4	-1.11022302463e-16	5.893264
0.2	0.2	0.6	0.7	0.0	0.3	6.014432
0.2	0.2	0.6	0.7	0.1	0.2	5.974904
0.2	0.2	0.6	0.7	0.2	0.1	5.935376
0.2	0.2	0.6	0.7	0.3	-1.11022302463e-16	5.895848
0.2	0.2	0.6	0.8	0.0	0.2	5.977488
0.2	0.2	0.6	0.8	0.1	0.1	5.93796
0.2	0.2	0.6	0.8	0.2	-5.55111512313e-17	5.898432
0.2	0.2	0.6	0.9	0.0	0.1	5.940544
0.2	0.2	0.6	0.9	0.1	-2.77555756156e-17	5.901016
0.2	0.2	0.6	1.0	0.0	0.0	5.9036
0.2	0.3	0.5	0.0	0.0	1.0	6.23094
0.2	0.3	0.5	0.0	0.1	0.9	6.191205
0.2	0.3	0.5	0.0	0.2	0.8	6.15147
0.2	0.3	0.5	0.0	0.3	0.7	6.111735
0.2	0.3	0.5	0.0	0.4	0.6	6.072
0.2	0.3	0.5	0.0	0.5	0.5	6.032265
0.2	0.3	0.5	0.0	0.6	0.4	5.99253
0.2	0.3	0.5	0.0	0.7	0.3	5.952795
0.2	0.3	0.5	0.0	0.8	0.2	5.91306
0.2	0.3	0.5	0.0	0.9	0.1	5.873325
0.2	0.3	0.5	0.0	1.0	0.0	5.83359
0.2	0.3	0.5	0.1	0.0	0.9	6.193456
0.2	0.3	0.5	0.1	0.1	0.8	6.153721
0.2	0.3	0.5	0.1	0.2	0.7	6.113986
0.2	0.3	0.5	0.1	0.3	0.6	6.074251
0.2	0.3	0.5	0.1	0.4	0.5	6.034516
0.2	0.3	0.5	0.1	0.5	0.4	5.994781
0.2	0.3	0.5	0.1	0.6	0.3	5.955046
0.2	0.3	0.5	0.1	0.7	0.2	5.915311
0.2	0.3	0.5	0.1	0.8	0.1	5.875576
0.2	0.3	0.5	0.1	0.9	0.0	5.835841
0.2	0.3	0.5	0.2	0.0	0.8	6.155972
0.2	0.3	0.5	0.2	0.1	0.7	6.116237
0.2	0.3	0.5	0.2	0.2	0.6	6.076502
0.2	0.3	0.5	0.2	0.3	0.5	6.036767
0.2	0.3	0.5	0.2	0.4	0.4	5.997032
0.2	0.3	0.5	0.2	0.5	0.3	5.957297
0.2	0.3	0.5	0.2	0.6	0.2	5.917562
0.2	0.3	0.5	0.2	0.7	0.1	5.877827
0.2	0.3	0.5	0.2	0.8	0.0	5.838092
0.2	0.3	0.5	0.3	0.0	0.7	6.118488
0.2	0.3	0.5	0.3	0.1	0.6	6.078753
0.2	0.3	0.5	0.3	0.2	0.5	6.039018
0.2	0.3	0.5	0.3	0.3	0.4	5.999283
0.2	0.3	0.5	0.3	0.4	0.3	5.959548
0.2	0.3	0.5	0.3	0.5	0.2	5.919813
0.2	0.3	0.5	0.3	0.6	0.1	5.880078
0.2	0.3	0.5	0.3	0.7	-1.11022302463e-16	5.840343
0.2	0.3	0.5	0.4	0.0	0.6	6.081004
0.2	0.3	0.5	0.4	0.1	0.5	6.041269
0.2	0.3	0.5	0.4	0.2	0.4	6.001534
