#y_P	y_As	y_Sb	x_Al	x_Ga	x_In	a
0.2	0.3	0.5	0.4	0.3	0.3	5.961799
0.2	0.3	0.5	0.4	0.4	0.2	5.922064
0.2	0.3	0.5	0.4	0.5	0.1	5.882329
0.2	0.3	0.5	0.4	0.6	-1.11022302463e-16	5.842594
0.2	0.3	0.5	0.5	0.0	0.5	6.04352
0.2	0.3	0.5	0.5	0.1	0.4	6.003785
0.2	0.3	0.5	0.5	0.2	0.3	5.96405
0.2	0.3	0.5	0.5	0.3	0.2	5.924315
0.2	0.3	0.5	0.5	0.4	0.1	5.88458
0.2	0.3	0.5	0.5	0.5	0.0	5.844845
0.2	0.3	0.5	0.6	0.0	0.4	6.006036
0.2	0.3	0.5	0.6	0.1	0.3	5.966301
0.2	0.3	0.5	0.6	0.2	0.2	5.926566
0.2	0.3	0.5	0.6	0.3	0.1	5.886831
0.2	0.3	0.5	0.6	0.4	-1.11022302463e-16	5.847096
0.2	0.3	0.5	0.7	0.0	0.3	5.968552
0.2	0.3	0.5	0.7	0.1	0.2	5.928817
0.2	0.3	0.5	0.7	0.2	0.1	5.889082
0.2	0.3	0.5	0.7	0.3	-1.11022302463e-16	5.849347
0.2	0.3	0.5	0.8	0.0	0.2	5.931068
0.2	0.3	0.5	0.8	0.1	0.1	5.891333
0.2	0.3	0.5	0.8	0.2	-5.55111512313e-17	5.851598
0.2	0.3	0.5	0.9	0.0	0.1	5.893584
0.2	0.3	0.5	0.9	0.1	-2.77555756156e-17	5.853849
0.2	0.3	0.5	1.0	0.0	0.0	5.8561
0.2	0.4	0.4	0.0	0.0	1.0	6.18884
0.2	0.4	0.4	0.0	0.1	0.9	6.148898
0.2	0.4	0.4	0.0	0.2	0.8	6.108956
0.2	0.4	0.4	0.0	0.3	0.7	6.069014
0.2	0.4	0.4	0.0	0.4	0.6	6.029072
0.2	0.4	0.4	0.0	0.5	0.5	5.98913
0.2	0.4	0.4	0.0	0.6	0.4	5.949188
0.2	0.4	0.4	0.0	0.7	0.3	5.909246
0.2	0.4	0.4	0.0	0.8	0.2	5.869304
0.2	0.4	0.4	0.0	0.9	0.1	5.829362
0.2	0.4	0.4	0.0	1.0	0.0	5.78942
0.2	0.4	0.4	0.1	0.0	0.9	6.150816
0.2	0.4	0.4	0.1	0.1	0.8	6.110874
0.2	0.4	0.4	0.1	0.2	0.7	6.070932
0.2	0.4	0.4	0.1	0.3	0.6	6.03099
0.2	0.4	0.4	0.1	0.4	0.5	5.991048
0.2	0.4	0.4	0.1	0.5	0.4	5.951106
0.2	0.4	0.4	0.1	0.6	0.3	5.911164
0.2	0.4	0.4	0.1	0.7	0.2	5.871222
0.2	0.4	0.4	0.1	0.8	0.1	5.83128
0.2	0.4	0.4	0.1	0.9	0.0	5.791338
0.2	0.4	0.4	0.2	0.0	0.8	6.112792
0.2	0.4	0.4	0.2	0.1	0.7	6.07285
0.2	0.4	0.4	0.2	0.2	0.6	6.032908
0.2	0.4	0.4	0.2	0.3	0.5	5.992966
0.2	0.4	0.4	0.2	0.4	0.4	5.953024
0.2	0.4	0.4	0.2	0.5	0.3	5.913082
0.2	0.4	0.4	0.2	0.6	0.2	5.87314
0.2	0.4	0.4	0.2	0.7	0.1	5.833198
0.2	0.4	0.4	0.2	0.8	0.0	5.793256
0.2	0.4	0.4	0.3	0.0	0.7	6.074768
0.2	0.4	0.4	0.3	0.1	0.6	6.034826
0.2	0.4	0.4	0.3	0.2	0.5	5.994884
0.2	0.4	0.4	0.3	0.3	0.4	5.954942
0.2	0.4	0.4	0.3	0.4	0.3	5.915
0.2	0.4	0.4	0.3	0.5	0.2	5.875058
0.2	0.4	0.4	0.3	0.6	0.1	5.835116
0.2	0.4	0.4	0.3	0.7	-1.11022302463e-16	5.795174
0.2	0.4	0.4	0.4	0.0	0.6	6.036744
0.2	0.4	0.4	0.4	0.1	0.5	5.996802
0.2	0.4	0.4	0.4	0.2	0.4	5.95686
0.2	0.4	0.4	0.4	0.3	0.3	5.916918
0.2	0.4	0.4	0.4	0.4	0.2	5.876976
0.2	0.4	0.4	0.4	0.5	0.1	5.837034
0.2	0.4	0.4	0.4	0.6	-1.11022302463e-16	5.797092
0.2	0.4	0.4	0.5	0.0	0.5	5.99872
0.2	0.4	0.4	0.5	0.1	0.4	5.958778
0.2	0.4	0.4	0.5	0.2	0.3	5.918836
0.2	0.4	0.4	0.5	0.3	0.2	5.878894
0.2	0.4	0.4	0.5	0.4	0.1	5.838952
0.2	0.4	0.4	0.5	0.5	0.0	5.79901
0.2	0.4	0.4	0.6	0.0	0.4	5.960696
0.2	0.4	0.4	0.6	0.1	0.3	5.920754
0.2	0.4	0.4	0.6	0.2	0.2	5.880812
0.2	0.4	0.4	0.6	0.3	0.1	5.84087
0.2	0.4	0.4	0.6	0.4	-1.11022302463e-16	5.800928
0.2	0.4	0.4	0.7	0.0	0.3	5.922672
0.2	0.4	0.4	0.7	0.1	0.2	5.88273
0.2	0.4	0.4	0.7	0.2	0.1	5.842788
0.2	0.4	0.4	0.7	0.3	-1.11022302463e-16	5.802846
0.2	0.4	0.4	0.8	0.0	0.2	5.884648
0.2	0.4	0.4	0.8	0.1	0.1	5.844706
0.2	0.4	0.4	0.8	0.2	-5.55111512313e-17	5.804764
0.2	0.4	0.4	0.9	0.0	0.1	5.846624
0.2	0.4	0.4	0.9	0.1	-2.77555756156e-17	5.806682
0.2	0.4	0.4	1.0	0.0	0.0	5.8086
0.2	0.5	0.3	0.0	0.0	1.0	6.14674
0.2	0.5	0.3	0.0	0.1	0.9	6.106591
0.2	0.5	0.3	0.0	0.2	0.8	6.066442
0.2	0.5	0.3	0.0	0.3	0.7	6.026293
0.2	0.5	0.3	0.0	0.4	0.6	5.986144
0.2	0.5	0.3	0.0	0.5	0.5	5.945995
0.2	0.5	0.3	0.0	0.6	0.4	5.905846
0.2	0.5	0.3	0.0	0.7	0.3	5.865697
0.2	0.5	0.3	0.0	0.8	0.2	5.825548
0.2	0.5	0.3	0.0	0.9	0.1	5.785399
0.2	0.5	0.3	0.0	1.0	0.0	5.74525
0.2	0.5	0.3	0.1	0.0	0.9	6.108176
0.2	0.5	0.3	0.1	0.1	0.8	6.068027
0.2	0.5	0.3	0.1	0.2	0.7	6.027878
0.2	0.5	0.3	0.1	0.3	0.6	5.987729
0.2	0.5	0.3	0.1	0.4	0.5	5.94758
0.2	0.5	0.3	0.1	0.5	0.4	5.907431
0.2	0.5	0.3	0.1	0.6	0.3	5.867282
0.2	0.5	0.3	0.1	0.7	0.2	5.827133
0.2	0.5	0.3	0.1	0.8	0.1	5.786984
0.2	0.5	0.3	0.1	0.9	0.0	5.746835
0.2	0.5	0.3	0.2	0.0	0.8	6.069612
0.2	0.5	0.3	0.2	0.1	0.7	6.029463
0.2	0.5	0.3	0.2	0.2	0.6	5.989314
0.2	0.5	0.3	0.2	0.3	0.5	5.949165
0.2	0.5	0.3	0.2	0.4	0.4	5.909016
0.2	0.5	0.3	0.2	0.5	0.3	5.868867
0.2	0.5	0.3	0.2	0.6	0.2	5.828718
0.2	0.5	0.3	0.2	0.7	0.1	5.788569
0.2	0.5	0.3	0.2	0.8	0.0	5.74842
0.2	0.5	0.3	0.3	0.0	0.7	6.031048
0.2	0.5	0.3	0.3	0.1	0.6	5.990899
0.2	0.5	0.3	0.3	0.2	0.5	5.95075
0.2	0.5	0.3	0.3	0.3	0.4	5.910601
0.2	0.5	0.3	0.3	0.4	0.3	5.870452
0.2	0.5	0.3	0.3	0.5	0.2	5.830303
0.2	0.5	0.3	0.3	0.6	0.1	5.790154
0.2	0.5	0.3	0.3	0.7	-1.11022302463e-16	5.750005
0.2	0.5	0.3	0.4	0.0	0.6	5.992484
0.2	0.5	0.3	0.4	0.1	0.5	5.952335
0.2	0.5	0.3	0.4	0.2	0.4	5.912186
0.2	0.5	0.3	0.4	0.3	0.3	5.872037
0.2	0.5	0.3	0.4	0.4	0.2	5.831888
0.2	0.5	0.3	0.4	0.5	0.1	5.791739
0.2	0.5	0.3	0.4	0.6	-1.11022302463e-16	5.75159
0.2	0.5	0.3	0.5	0.0	0.5	5.95392
0.2	0.5	0.3	0.5	0.1	0.4	5.913771
0.2	0.5	0.3	0.5	0.2	0.3	5.873622
0.2	0.5	0.3	0.5	0.3	0.2	5.833473
0.2	0.5	0.3	0.5	0.4	0.1	5.793324
0.2	0.5	0.3	0.5	0.5	0.0	5.753175
0.2	0.5	0.3	0.6	0.0	0.4	5.915356
0.2	0.5	0.3	0.6	0.1	0.3	5.875207
0.2	0.5	0.3	0.6	0.2	0.2	5.835058
0.2	0.5	0.3	0.6	0.3	0.1	5.794909
0.2	0.5	0.3	0.6	0.4	-1.11022302463e-16	5.75476
0.2	0.5	0.3	0.7	0.0	0.3	5.876792
0.2	0.5	0.3	0.7	0.1	0.2	5.836643
0.2	0.5	0.3	0.7	0.2	0.1	5.796494
0.2	0.5	0.3	0.7	0.3	-1.11022302463e-16	5.756345
0.2	0.5	0.3	0.8	0.0	0.2	5.838228
0.2	0.5	0.3	0.8	0.1	0.1	5.798079
0.2	0.5	0.3	0.8	0.2	-5.55111512313e-17	5.75793
0.2	0.5	0.3	0.9	0.0	0.1	5.799664
0.2	0.5	0.3	0.9	0.1	-2.77555756156e-17	5.759515
0.2	0.5	0.3	1.0	0.0	0.0	5.7611
0.2	0.6	0.2	0.0	0.0	1.0	6.10464
0.2	0.6	0.2	0.0	0.1	0.9	6.064284
0.2	0.6	0.2	0.0	0.2	0.8	6.023928
0.2	0.6	0.2	0.0	0.3	0.7	5.983572
0.2	0.6	0.2	0.0	0.4	0.6	5.943216
0.2	0.6	0.2	0.0	0.5	0.5	5.90286
0.2	0.6	0.2	0.0	0.6	0.4	5.862504
0.2	0.6	0.2	0.0	0.7	0.3	5.822148
0.2	0.6	0.2	0.0	0.8	0.2	5.781792
0.2	0.6	0.2	0.0	0.9	0.1	5.741436
0.2	0.6	0.2	0.0	1.0	0.0	5.70108
0.2	0.6	0.2	0.1	0.0	0.9	6.065536
0.2	0.6	0.2	0.1	0.1	0.8	6.02518
0.2	0.6	0.2	0.1	0.2	0.7	5.984824
0.2	0.6	0.2	0.1	0.3	0.6	5.944468
0.2	0.6	0.2	0.1	0.4	0.5	5.904112
0.2	0.6	0.2	0.1	0.5	0.4	5.863756
0.2	0.6	0.2	0.1	0.6	0.3	5.8234
0.2	0.6	0.2	0.1	0.7	0.2	5.783044
0.2	0.6	0.2	0.1	0.8	0.1	5.742688
0.2	0.6	0.2	0.1	0.9	0.0	5.702332
0.2	0.6	0.2	0.2	0.0	0.8	6.026432
0.2	0.6	0.2	0.2	0.1	0.7	5.986076
0.2	0.6	0.2	0.2	0.2	0.6	5.94572
0.2	0.6	0.2	0.2	0.3	0.5	5.905364
0.2	0.6	0.2	0.2	0.4	0.4	5.865008
0.2	0.6	0.2	0.2	0.5	0.3	5.824652
0.2	0.6	0.2	0.2	0.6	0.2	5.784296
0.2	0.6	0.2	0.2	0.7	0.1	5.74394
0.2	0.6	0.2	0.2	0.8	0.0	5.703584
0.2	0.6	0.2	0.3	0.0	0.7	5.987328
0.2	0.6	0.2	0.3	0.1	0.6	5.946972
0.2	0.6	0.2	0.3	0.2	0.5	5.906616
0.2	0.6	0.2	0.3	0.3	0.4	5.86626
0.2	0.6	0.2	0.3	0.4	0.3	5.825904
0.2	0.6	0.2	0.3	0.5	0.2	5.785548
0.2	0.6	0.2	0.3	0.6	0.1	5.745192
0.2	0.6	0.2	0.3	0.7	-1.11022302463e-16	5.704836
0.2	0.6	0.2	0.4	0.0	0.6	5.948224
0.2	0.6	0.2	0.4	0.1	0.5	5.907868
0.2	0.6	0.2	0.4	0.2	0.4	5.867512
0.2	0.6	0.2	0.4	0.3	0.3	5.827156
0.2	0.6	0.2	0.4	0.4	0.2	5.7868
0.2	0.6	0.2	0.4	0.5	0.1	5.746444
0.2	0.6	0.2	0.4	0.6	-1.11022302463e-16	5.706088
0.2	0.6	0.2	0.5	0.0	0.5	5.90912
0.2	0.6	0.2	0.5	0.1	0.4	5.868764
0.2	0.6	0.2	0.5	0.2	0.3	5.828408
0.2	0.6	0.2	0.5	0.3	0.2	5.788052
0.2	0.6	0.2	0.5	0.4	0.1	5.747696
0.2	0.6	0.2	0.5	0.5	0.0	5.70734
0.2	0.6	0.2	0.6	0.0	0.4	5.870016
0.2	0.6	0.2	0.6	0.1	0.3	5.82966
0.2	0.6	0.2	0.6	0.2	0.2	5.789304
0.2	0.6	0.2	0.6	0.3	0.1	5.748948
0.2	0.6	0.2	0.6	0.4	-1.11022302463e-16	5.708592
0.2	0.6	0.2	0.7	0.0	0.3	5.830912
0.2	0.6	0.2	0.7	0.1	0.2	5.790556
0.2	0.6	0.2	0.7	0.2	0.1	5.7502
0.2	0.6	0.2	0.7	0.3	-1.11022302463e-16	5.709844
0.2	0.6	0.2	0.8	0.0	0.2	5.791808
0.2	0.6	0.2	0.8	0.1	0.1	5.751452
0.2	0.6	0.2	0.8	0.2	-5.55111512313e-17	5.711096
0.2	0.6	0.2	0.9	0.0	0.1	5.752704
0.2	0.6	0.2	0.9	0.1	-2.77555756156e-17	5.712348
0.2	0.6	0.2	1.0	0.0	0.0	5.7136
0.2	0.7	0.1	0.0	0.0	1.0	6.06254
0.2	0.7	0.1	0.0	0.1	0.9	6.021977
0.2	0.7	0.1	0.0	0.2	0.8	5.981414
0.2	0.7	0.1	0.0	0.3	0.7	5.940851
0.2	0.7	0.1	0.0	0.4	0.6	5.900288
0.2	0.7	0.1	0.0	0.5	0.5	5.859725
0.2	0.7	0.1	0.0	0.6	0.4	5.819162
0.2	0.7	0.1	0.0	0.7	0.3	5.778599
0.2	0.7	0.1	0.0	0.8	0.2	5.738036
0.2	0.7	0.1	0.0	0.9	0.1	5.697473
0.2	0.7	0.1	0.0	1.0	0.0	5.65691
0.2	0.7	0.1	0.1	0.0	0.9	6.022896
0.2	0.7	0.1	0.1	0.1	0.8	5.982333
0.2	0.7	0.1	0.1	0.2	0.7	5.94177
0.2	0.7	0.1	0.1	0.3	0.6	5.901207
0.2	0.7	0.1	0.1	0.4	0.5	5.860644
0.2	0.7	0.1	0.1	0.5	0.4	5.820081
0.2	0.7	0.1	0.1	0.6	0.3	5.779518
0.2	0.7	0.1	0.1	0.7	0.2	5.738955
0.2	0.7	0.1	0.1	0.8	0.1	5.698392
0.2	0.7	0.1	0.1	0.9	0.0	5.657829
0.2	0.7	0.1	0.2	0.0	0.8	5.983252
0.2	0.7	0.1	0.2	0.1	0.7	5.942689
0.2	0.7	0.1	0.2	0.2	0.6	5.902126
0.2	0.7	0.1	0.2	0.3	0.5	5.861563
0.2	0.7	0.1	0.2	0.4	0.4	5.821
0.2	0.7	0.1	0.2	0.5	0.3	5.780437
0.2	0.7	0.1	0.2	0.6	0.2	5.739874
0.2	0.7	0.1	0.2	0.7	0.1	5.699311
0.2	0.7	0.1	0.2	0.8	0.0	5.658748
0.2	0.7	0.1	0.3	0.0	0.7	5.943608
0.2	0.7	0.1	0.3	0.1	0.6	5.903045
0.2	0.7	0.1	0.3	0.2	0.5	5.862482
0.2	0.7	0.1	0.3	0.3	0.4	5.821919
0.2	0.7	0.1	0.3	0.4	0.3	5.781356
0.2	0.7	0.1	0.3	0.5	0.2	5.740793
0.2	0.7	0.1	0.3	0.6	0.1	5.70023
0.2	0.7	0.1	0.3	0.7	-1.11022302463e-16	5.659667
0.2	0.7	0.1	0.4	0.0	0.6	5.903964
0.2	0.7	0.1	0.4	0.1	0.5	5.863401
0.2	0.7	0.1	0.4	0.2	0.4	5.822838
0.2	0.7	0.1	0.4	0.3	0.3	5.782275
0.2	0.7	0.1	0.4	0.4	0.2	5.741712
0.2	0.7	0.1	0.4	0.5	0.1	5.701149
0.2	0.7	0.1	0.4	0.6	-1.11022302463e-16	5.660586
0.2	0.7	0.1	0.5	0.0	0.5	5.86432
0.2	0.7	0.1	0.5	0.1	0.4	5.823757
0.2	0.7	0.1	0.5	0.2	0.3	5.783194
0.2	0.7	0.1	0.5	0.3	0.2	5.742631
0.2	0.7	0.1	0.5	0.4	0.1	5.702068
0.2	0.7	0.1	0.5	0.5	0.0	5.661505
0.2	0.7	0.1	0.6	0.0	0.4	5.824676
0.2	0.7	0.1	0.6	0.1	0.3	5.784113
0.2	0.7	0.1	0.6	0.2	0.2	5.74355
0.2	0.7	0.1	0.6	0.3	0.1	5.702987
0.2	0.7	0.1	0.6	0.4	-1.11022302463e-16	5.662424
0.2	0.7	0.1	0.7	0.0	0.3	5.785032
0.2	0.7	0.1	0.7	0.1	0.2	5.744469
0.2	0.7	0.1	0.7	0.2	0.1	5.703906
0.2	0.7	0.1	0.7	0.3	-1.11022302463e-16	5.663343
0.2	0.7	0.1	0.8	0.0	0.2	5.745388
0.2	0.7	0.1	0.8	0.1	0.1	5.704825
0.2	0.7	0.1	0.8	0.2	-5.55111512313e-17	5.664262
0.2	0.7	0.1	0.9	0.0	0.1	5.705744
0.2	0.7	0.1	0.9	0.1	-2.77555756156e-17	5.665181
0.2	0.7	0.1	1.0	0.0	0.0	5.6661
0.2	0.8	0.0	0.0	0.0	1.0	6.02044
0.2	0.8	0.0	0.0	0.1	0.9	5.97967
0.2	0.8	0.0	0.0	0.2	0.8	5.9389
0.2	0.8	0.0	0.0	0.3	0.7	5.89813
0.2	0.8	0.0	0.0	0.4	0.6	5.85736
0.2	0.8	0.0	0.0	0.5	0.5	5.81659
0.2	0.8	0.0	0.0	0.6	0.4	5.77582
0.2	0.8	0.0	0.0	0.7	0.3	5.73505
0.2	0.8	0.0	0.0	0.8	0.2	5.69428
0.2	0.8	0.0	0.0	0.9	0.1	5.65351
0.2	0.8	0.0	0.0	1.0	0.0	5.61274
0.2	0.8	0.0	0.1	0.0	0.9	5.980256
0.2	0.8	0.0	0.1	0.1	0.8	5.939486
0.2	0.8	0.0	0.1	0.2	0.7	5.898716
0.2	0.8	0.0	0.1	0.3	0.6	5.857946
0.2	0.8	0.0	0.1	0.4	0.5	5.817176
0.2	0.8	0.0	0.1	0.5	0.4	5.776406
0.2	0.8	0.0	0.1	0.6	0.3	5.735636
0.2	0.8	0.0	0.1	0.7	0.2	5.694866
0.2	0.8	0.0	0.1	0.8	0.1	5.654096
0.2	0.8	0.0	0.1	0.9	0.0	5.613326
0.2	0.8	0.0	0.2	0.0	0.8	5.940072
0.2	0.8	0.0	0.2	0.1	0.7	5.899302
0.2	0.8	0.0	0.2	0.2	0.6	5.858532
0.2	0.8	0.0	0.2	0.3	0.5	5.817762
0.2	0.8	0.0	0.2	0.4	0.4	5.776992
0.2	0.8	0.0	0.2	0.5	0.3	5.736222
0.2	0.8	0.0	0.2	0.6	0.2	5.695452
0.2	0.8	0.0	0.2	0.7	0.1	5.654682
0.2	0.8	0.0	0.2	0.8	0.0	5.613912
0.2	0.8	0.0	0.3	0.0	0.7	5.899888
0.2	0.8	0.0	0.3	0.1	0.6	5.859118
0.2	0.8	0.0	0.3	0.2	0.5	5.818348
0.2	0.8	0.0	0.3	0.3	0.4	5.777578
0.2	0.8	0.0	0.3	0.4	0.3	5.736808
0.2	0.8	0.0	0.3	0.5	0.2	5.696038
0.2	0.8	0.0	0.3	0.6	0.1	5.655268
0.2	0.8	0.0	0.3	0.7	-1.11022302463e-16	5.614498
0.2	0.8	0.0	0.4	0.0	0.6	5.859704
0.2	0.8	0.0	0.4	0.1	0.5	5.818934
0.2	0.8	0.0	0.4	0.2	0.4	5.778164
0.2	0.8	0.0	0.4	0.3	0.3	5.737394
0.2	0.8	0.0	0.4	0.4	0.2	5.696624
0.2	0.8	0.0	0.4	0.5	0.1	5.655854
0.2	0.8	0.0	0.4	0.6	-1.11022302463e-16	5.615084
0.2	0.8	0.0	0.5	0.0	0.5	5.81952
0.2	0.8	0.0	0.5	0.1	0.4	5.77875
0.2	0.8	0.0	0.5	0.2	0.3	5.73798
0.2	0.8	0.0	0.5	0.3	0.2	5.69721
0.2	0.8	0.0	0.5	0.4	0.1	5.65644
0.2	0.8	0.0	0.5	0.5	0.0	5.61567
0.2	0.8	0.0	0.6	0.0	0.4	5.779336
0.2	0.8	0.0	0.6	0.1	0.3	5.738566
0.2	0.8	0.0	0.6	0.2	0.2	5.697796
0.2	0.8	0.0	0.6	0.3	0.1	5.657026
0.2	0.8	0.0	0.6	0.4	-1.11022302463e-16	5.616256
0.2	0.8	0.0	0.7	0.0	0.3	5.739152
0.2	0.8	0.0	0.7	0.1	0.2	5.698382
0.2	0.8	0.0	0.7	0.2	0.1	5.657612
0.2	0.8	0.0	0.7	0.3	-1.11022302463e-16	5.616842
0.2	0.8	0.0	0.8	0.0	0.2	5.698968
0.2	0.8	0.0	0.8	0.1	0.1	5.658198
0.2	0.8	0.0	0.8	0.2	-5.55111512313e-17	5.617428
0.2	0.8	0.0	0.9	0.0	0.1	5.658784
0.2	0.8	0.0	0.9	0.1	-2.77555756156e-17	5.618014
0.2	0.8	0.0	1.0	0.0	0.0	5.6186
0.3	0.0	0.7	0.0	0.0	1.0	6.29616
0.3	0.0	0.7	0.0	0.1	0.9	6.256709
0.3	0.0	0.7	0.0	0.2	0.8	6.217258
0.3	0.0	0.7	0.0	0.3	0.7	6.177807
0.3	0.0	0.7	0.0	0.4	0.6	6.138356
0.3	0.0	0.7	0.0	0.5	0.5	6.098905
0.3	0.0	0.7	0.0	0.6	0.4	6.059454
0.3	0.0	0.7	0.0	0.7	0.3	6.020003
0.3	0.0	0.7	0.0	0.8	0.2	5.980552
0.3	0.0	0.7	0.0	0.9	0.1	5.941101
0.3	0.0	0.7	0.0	1.0	0.0	5.90165
0.3	0.0	0.7	0.1	0.0	0.9	6.259559
0.3	0.0	0.7	0.1	0.1	0.8	6.220108
0.3	0.0	0.7	0.1	0.2	0.7	6.180657
0.3	0.0	0.7	0.1	0.3	0.6	6.141206
0.3	0.0	0.7	0.1	0.4	0.5	6.101755
0.3	0.0	0.7	0.1	0.5	0.4	6.062304
0.3	0.0	0.7	0.1	0.6	0.3	6.022853
0.3	0.0	0.7	0.1	0.7	0.2	5.983402
0.3	0.0	0.7	0.1	0.8	0.1	5.943951
0.3	0.0	0.7	0.1	0.9	0.0	5.9045
0.3	0.0	0.7	0.2	0.0	0.8	6.222958
0.3	0.0	0.7	0.2	0.1	0.7	6.183507
0.3	0.0	0.7	0.2	0.2	0.6	6.144056
0.3	0.0	0.7	0.2	0.3	0.5	6.104605
0.3	0.0	0.7	0.2	0.4	0.4	6.065154
0.3	0.0	0.7	0.2	0.5	0.3	6.025703
0.3	0.0	0.7	0.2	0.6	0.2	5.986252
0.3	0.0	0.7	0.2	0.7	0.1	5.946801
0.3	0.0	0.7	0.2	0.8	0.0	5.90735
0.3	0.0	0.7	0.3	0.0	0.7	6.186357
0.3	0.0	0.7	0.3	0.1	0.6	6.146906
0.3	0.0	0.7	0.3	0.2	0.5	6.107455
0.3	0.0	0.7	0.3	0.3	0.4	6.068004
0.3	0.0	0.7	0.3	0.4	0.3	6.028553
0.3	0.0	0.7	0.3	0.5	0.2	5.989102
0.3	0.0	0.7	0.3	0.6	0.1	5.949651
0.3	0.0	0.7	0.3	0.7	-1.11022302463e-16	5.9102
0.3	0.0	0.7	0.4	0.0	0.6	6.149756
0.3	0.0	0.7	0.4	0.1	0.5	6.110305
0.3	0.0	0.7	0.4	0.2	0.4	6.070854
0.3	0.0	0.7	0.4	0.3	0.3	6.031403
0.3	0.0	0.7	0.4	0.4	0.2	5.991952
0.3	0.0	0.7	0.4	0.5	0.1	5.952501
0.3	0.0	0.7	0.4	0.6	-1.11022302463e-16	5.91305
0.3	0.0	0.7	0.5	0.0	0.5	6.113155
0.3	0.0	0.7	0.5	0.1	0.4	6.073704
0.3	0.0	0.7	0.5	0.2	0.3	6.034253
0.3	0.0	0.7	0.5	0.3	0.2	5.994802
0.3	0.0	0.7	0.5	0.4	0.1	5.955351
0.3	0.0	0.7	0.5	0.5	0.0	5.9159
0.3	0.0	0.7	0.6	0.0	0.4	6.076554
0.3	0.0	0.7	0.6	0.1	0.3	6.037103
0.3	0.0	0.7	0.6	0.2	0.2	5.997652
0.3	0.0	0.7	0.6	0.3	0.1	5.958201
0.3	0.0	0.7	0.6	0.4	-1.11022302463e-16	5.91875
0.3	0.0	0.7	0.7	0.0	0.3	6.039953
0.3	0.0	0.7	0.7	0.1	0.2	6.000502
0.3	0.0	0.7	0.7	0.2	0.1	5.961051
0.3	0.0	0.7	0.7	0.3	-1.11022302463e-16	5.9216
0.3	0.0	0.7	0.8	0.0	0.2	6.003352
0.3	0.0	0.7	0.8	0.1	0.1	5.963901
0.3	0.0	0.7	0.8	0.2	-5.55111512313e-17	5.92445
0.3	0.0	0.7	0.9	0.0	0.1	5.966751
0.3	0.0	0.7	0.9	0.1	-2.77555756156e-17	5.9273
0.3	0.0	0.7	1.0	0.0	0.0	5.93015
0.3	0.1	0.6	0.0	0.0	1.0	6.25406
0.3	0.1	0.6	0.0	0.1	0.9	6.214402
0.3	0.1	0.6	0.0	0.2	0.8	6.174744
0.3	0.1	0.6	0.0	0.3	0.7	6.135086
0.3	0.1	0.6	0.0	0.4	0.6	6.095428
0.3	0.1	0.6	0.0	0.5	0.5	6.05577
0.3	0.1	0.6	0.0	0.6	0.4	6.016112
0.3	0.1	0.6	0.0	0.7	0.3	5.976454
0.3	0.1	0.6	0.0	0.8	0.2	5.936796
0.3	0.1	0.6	0.0	0.9	0.1	5.897138
0.3	0.1	0.6	0.0	1.0	0.0	5.85748
0.3	0.1	0.6	0.1	0.0	0.9	6.216919
0.3	0.1	0.6	0.1	0.1	0.8	6.177261
0.3	0.1	0.6	0.1	0.2	0.7	6.137603
0.3	0.1	0.6	0.1	0.3	0.6	6.097945
0.3	0.1	0.6	0.1	0.4	0.5	6.058287
0.3	0.1	0.6	0.1	0.5	0.4	6.018629
0.3	0.1	0.6	0.1	0.6	0.3	5.978971
0.3	0.1	0.6	0.1	0.7	0.2	5.939313
0.3	0.1	0.6	0.1	0.8	0.1	5.899655
0.3	0.1	0.6	0.1	0.9	0.0	5.859997
0.3	0.1	0.6	0.2	0.0	0.8	6.179778
0.3	0.1	0.6	0.2	0.1	0.7	6.14012
0.3	0.1	0.6	0.2	0.2	0.6	6.100462
0.3	0.1	0.6	0.2	0.3	0.5	6.060804
0.3	0.1	0.6	0.2	0.4	0.4	6.021146
0.3	0.1	0.6	0.2	0.5	0.3	5.981488
0.3	0.1	0.6	0.2	0.6	0.2	5.94183
0.3	0.1	0.6	0.2	0.7	0.1	5.902172
0.3	0.1	0.6	0.2	0.8	0.0	5.862514
0.3	0.1	0.6	0.3	0.0	0.7	6.142637
0.3	0.1	0.6	0.3	0.1	0.6	6.102979
0.3	0.1	0.6	0.3	0.2	0.5	6.063321
0.3	0.1	0.6	0.3	0.3	0.4	6.023663
0.3	0.1	0.6	0.3	0.4	0.3	5.984005
0.3	0.1	0.6	0.3	0.5	0.2	5.944347
0.3	0.1	0.6	0.3	0.6	0.1	5.904689
0.3	0.1	0.6	0.3	0.7	-1.11022302463e-16	5.865031
0.3	0.1	0.6	0.4	0.0	0.6	6.105496
0.3	0.1	0.6	0.4	0.1	0.5	6.065838
0.3	0.1	0.6	0.4	0.2	0.4	6.02618
0.3	0.1	0.6	0.4	0.3	0.3	5.986522
0.3	0.1	0.6	0.4	0.4	0.2	5.946864
0.3	0.1	0.6	0.4	0.5	0.1	5.907206
0.3	0.1	0.6	0.4	0.6	-1.11022302463e-16	5.867548
0.3	0.1	0.6	0.5	0.0	0.5	6.068355
0.3	0.1	0.6	0.5	0.1	0.4	6.028697
0.3	0.1	0.6	0.5	0.2	0.3	5.989039
0.3	0.1	0.6	0.5	0.3	0.2	5.949381
0.3	0.1	0.6	0.5	0.4	0.1	5.909723
